areaType,Nation,areaCode,date,newCases,cumCases,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate,ratio,newCasesper100000,cumCasesper100000
nation,Scotland,S92000003,24/08/2020,60,20061,60,20038,0,23,54.66,1.097694841,367.01427
nation,Scotland,S92000003,23/08/2020,65,20001,65,19978,0,23,54.66,1.189169411,365.9165752
nation,Scotland,S92000003,22/08/2020,47,19936,47,19913,0,23,54.66,0.859860959,364.7274058
nation,Scotland,S92000003,21/08/2020,90,19889,90,19866,0,23,54.66,1.646542261,363.8675448
nation,Scotland,S92000003,20/08/2020,141,19799,140,19776,1,23,54.66,2.579582876,362.2210026
nation,Scotland,S92000003,19/08/2020,91,19658,91,19636,0,22,54.66,1.664837175,359.6414197
nation,Scotland,S92000003,18/08/2020,78,19567,77,19545,1,22,54.66,1.427003293,357.9765825
nation,Scotland,S92000003,17/08/2020,72,19489,72,19468,0,21,54.66,1.317233809,356.5495792
nation,Scotland,S92000003,16/08/2020,30,19417,30,19396,0,21,54.66,0.54884742,355.2323454
nation,Scotland,S92000003,15/08/2020,21,19387,20,19366,1,21,54.66,0.384193194,354.683498
nation,Scotland,S92000003,14/08/2020,51,19366,50,19346,1,20,54.66,0.933040615,354.2993048
nation,Scotland,S92000003,13/08/2020,53,19315,52,19296,1,19,54.66,0.969630443,353.3662642
nation,Scotland,S92000003,12/08/2020,48,19262,48,19244,0,18,54.66,0.878155873,352.3966337
nation,Scotland,S92000003,11/08/2020,65,19214,64,19196,1,18,54.66,1.189169411,351.5184779
nation,Scotland,S92000003,10/08/2020,58,19149,57,19132,1,17,54.66,1.061105013,350.3293085
nation,Scotland,S92000003,09/08/2020,26,19091,26,19075,0,16,54.66,0.475667764,349.2682034
nation,Scotland,S92000003,08/08/2020,27,19065,27,19049,0,16,54.66,0.493962678,348.7925357
nation,Scotland,S92000003,07/08/2020,46,19038,46,19022,0,16,54.66,0.841566045,348.298573
nation,Scotland,S92000003,06/08/2020,63,18992,62,18976,1,16,54.66,1.152579583,347.457007
nation,Scotland,S92000003,05/08/2020,65,18929,64,18914,1,15,54.66,1.189169411,346.3044274
nation,Scotland,S92000003,04/08/2020,57,18864,57,18850,0,14,54.66,1.042810099,345.115258
nation,Scotland,S92000003,03/08/2020,60,18807,60,18793,0,14,54.66,1.097694841,344.0724479
nation,Scotland,S92000003,02/08/2020,19,18747,19,18733,0,14,54.66,0.347603366,342.974753
nation,Scotland,S92000003,01/08/2020,23,18728,22,18714,1,14,54.66,0.420783022,342.6271497
nation,Scotland,S92000003,31/07/2020,22,18705,22,18692,0,13,54.66,0.402488108,342.2063666
nation,Scotland,S92000003,30/07/2020,28,18683,27,18670,1,13,54.66,0.512257592,341.8038785
nation,Scotland,S92000003,29/07/2020,30,18655,28,18643,2,12,54.66,0.54884742,341.2916209
nation,Scotland,S92000003,28/07/2020,24,18625,22,18615,2,10,54.66,0.439077936,340.7427735
nation,Scotland,S92000003,27/07/2020,13,18601,13,18593,0,8,54.66,0.237833882,340.3036956
nation,Scotland,S92000003,26/07/2020,7,18588,7,18580,0,8,54.66,0.128064398,340.0658617
nation,Scotland,S92000003,25/07/2020,3,18581,3,18573,0,8,54.66,0.054884742,339.9377973
nation,Scotland,S92000003,24/07/2020,11,18578,11,18570,0,8,54.66,0.201244054,339.8829126
nation,Scotland,S92000003,23/07/2020,23,18567,23,18559,0,8,54.66,0.420783022,339.6816685
nation,Scotland,S92000003,22/07/2020,18,18544,16,18536,2,8,54.66,0.329308452,339.2608855
nation,Scotland,S92000003,21/07/2020,19,18526,19,18520,0,6,54.66,0.347603366,338.931577
nation,Scotland,S92000003,20/07/2020,14,18507,13,18501,1,6,54.66,0.256128796,338.5839737
nation,Scotland,S92000003,19/07/2020,17,18493,17,18488,0,5,54.66,0.311013538,338.3278449
nation,Scotland,S92000003,18/07/2020,14,18476,13,18471,1,5,54.66,0.256128796,338.0168313
nation,Scotland,S92000003,17/07/2020,8,18462,8,18458,0,4,54.66,0.146359312,337.7607025
nation,Scotland,S92000003,16/07/2020,22,18454,21,18450,1,4,54.66,0.402488108,337.6143432
nation,Scotland,S92000003,15/07/2020,16,18432,16,18429,0,3,54.66,0.292718624,337.2118551
nation,Scotland,S92000003,14/07/2020,10,18416,10,18413,0,3,54.66,0.18294914,336.9191365
nation,Scotland,S92000003,13/07/2020,19,18406,18,18403,1,3,54.66,0.347603366,336.7361873
nation,Scotland,S92000003,12/07/2020,2,18387,2,18385,0,2,54.66,0.036589828,336.388584
nation,Scotland,S92000003,11/07/2020,9,18385,9,18383,0,2,54.66,0.164654226,336.3519941
nation,Scotland,S92000003,10/07/2020,12,18376,12,18374,0,2,54.66,0.219538968,336.1873399
nation,Scotland,S92000003,09/07/2020,8,18364,8,18362,0,2,54.66,0.146359312,335.967801
nation,Scotland,S92000003,08/07/2020,10,18356,10,18354,0,2,54.66,0.18294914,335.8214416
nation,Scotland,S92000003,07/07/2020,11,18346,11,18344,0,2,54.66,0.201244054,335.6384925
nation,Scotland,S92000003,06/07/2020,8,18335,8,18333,0,2,54.66,0.146359312,335.4372484
nation,Scotland,S92000003,05/07/2020,2,18327,2,18325,0,2,54.66,0.036589828,335.2908891
nation,Scotland,S92000003,04/07/2020,5,18325,5,18323,0,2,54.66,0.09147457,335.2542993
nation,Scotland,S92000003,03/07/2020,7,18320,6,18318,1,2,54.66,0.128064398,335.1628247
nation,Scotland,S92000003,02/07/2020,13,18313,13,18312,0,1,54.66,0.237833882,335.0347603
nation,Scotland,S92000003,01/07/2020,11,18300,11,18299,0,1,54.66,0.201244054,334.7969265
nation,Scotland,S92000003,30/06/2020,8,18289,8,18288,0,1,54.66,0.146359312,334.5956824
nation,Scotland,S92000003,29/06/2020,14,18281,14,18280,0,1,54.66,0.256128796,334.4493231
nation,Scotland,S92000003,28/06/2020,3,18267,3,18266,0,1,54.66,0.054884742,334.1931943
nation,Scotland,S92000003,27/06/2020,4,18264,4,18263,0,1,54.66,0.073179656,334.1383095
nation,Scotland,S92000003,26/06/2020,6,18260,6,18259,0,1,54.66,0.109769484,334.0651299
nation,Scotland,S92000003,25/06/2020,19,18254,19,18253,0,1,54.66,0.347603366,333.9553604
nation,Scotland,S92000003,24/06/2020,8,18235,8,18234,0,1,54.66,0.146359312,333.607757
nation,Scotland,S92000003,23/06/2020,20,18227,20,18226,0,1,54.66,0.36589828,333.4613977
nation,Scotland,S92000003,22/06/2020,10,18207,10,18206,0,1,54.66,0.18294914,333.0954995
nation,Scotland,S92000003,21/06/2020,9,18197,9,18196,0,1,54.66,0.164654226,332.9125503
nation,Scotland,S92000003,20/06/2020,6,18188,6,18187,0,1,54.66,0.109769484,332.7478961
nation,Scotland,S92000003,19/06/2020,24,18182,24,18181,0,1,54.66,0.439077936,332.6381266
nation,Scotland,S92000003,18/06/2020,14,18158,14,18157,0,1,54.66,0.256128796,332.1990487
nation,Scotland,S92000003,17/06/2020,33,18144,33,18143,0,1,54.66,0.603732162,331.9429199
nation,Scotland,S92000003,16/06/2020,17,18111,17,18110,0,1,54.66,0.311013538,331.3391877
nation,Scotland,S92000003,15/06/2020,21,18094,21,18093,0,1,54.66,0.384193194,331.0281742
nation,Scotland,S92000003,14/06/2020,13,18073,13,18072,0,1,54.66,0.237833882,330.643981
nation,Scotland,S92000003,13/06/2020,22,18060,22,18059,0,1,54.66,0.402488108,330.4061471
nation,Scotland,S92000003,12/06/2020,30,18038,30,18037,0,1,54.66,0.54884742,330.003659
nation,Scotland,S92000003,11/06/2020,22,18008,21,18007,1,1,54.66,0.402488108,329.4548116
nation,Scotland,S92000003,10/06/2020,29,17986,29,17986,,,54.66,0.530552506,329.0523235
nation,Scotland,S92000003,09/06/2020,27,17957,27,17957,,,54.66,0.493962678,328.5217709
nation,Scotland,S92000003,08/06/2020,18,17930,18,17930,,,54.66,0.329308452,328.0278083
nation,Scotland,S92000003,07/06/2020,17,17912,17,17912,,,54.66,0.311013538,327.6984998
nation,Scotland,S92000003,06/06/2020,22,17895,22,17895,,,54.66,0.402488108,327.3874863
nation,Scotland,S92000003,05/06/2020,24,17873,24,17873,,,54.66,0.439077936,326.9849982
nation,Scotland,S92000003,04/06/2020,35,17849,35,17849,,,54.66,0.64032199,326.5459202
nation,Scotland,S92000003,03/06/2020,34,17814,34,17814,,,54.66,0.622027076,325.9055982
nation,Scotland,S92000003,02/06/2020,46,17780,46,17780,,,54.66,0.841566045,325.2835712
nation,Scotland,S92000003,01/06/2020,38,17734,38,17734,,,54.66,0.695206733,324.4420051
nation,Scotland,S92000003,31/05/2020,23,17696,23,17696,,,54.66,0.420783022,323.7467984
nation,Scotland,S92000003,30/05/2020,40,17673,40,17673,,,54.66,0.731796561,323.3260154
nation,Scotland,S92000003,29/05/2020,30,17633,30,17633,,,54.66,0.54884742,322.5942188
nation,Scotland,S92000003,28/05/2020,55,17603,55,17603,,,54.66,1.006220271,322.0453714
nation,Scotland,S92000003,27/05/2020,66,17548,66,17548,,,54.66,1.207464325,321.0391511
nation,Scotland,S92000003,26/05/2020,478,17482,478,17482,,,54.66,8.744968899,319.8316868
nation,Scotland,S92000003,25/05/2020,96,17004,96,17004,,,54.66,1.756311745,311.0867179
nation,Scotland,S92000003,24/05/2020,53,16908,53,16908,,,54.66,0.969630443,309.3304061
nation,Scotland,S92000003,23/05/2020,50,16855,50,16855,,,54.66,0.914745701,308.3607757
nation,Scotland,S92000003,22/05/2020,91,16805,91,16805,,,54.66,1.664837175,307.44603
nation,Scotland,S92000003,21/05/2020,111,16714,111,16714,,,54.66,2.030735456,305.7811928
nation,Scotland,S92000003,20/05/2020,121,16603,121,16603,,,54.66,2.213684596,303.7504574
nation,Scotland,S92000003,19/05/2020,182,16482,182,16482,,,54.66,3.329674351,301.5367728
nation,Scotland,S92000003,18/05/2020,141,16300,141,16300,,,54.66,2.579582876,298.2070984
nation,Scotland,S92000003,17/05/2020,93,16159,93,16159,,,54.66,1.701427003,295.6275156
nation,Scotland,S92000003,16/05/2020,103,16066,103,16066,,,54.66,1.884376143,293.9260885
nation,Scotland,S92000003,15/05/2020,151,15963,151,15963,,,54.66,2.762532016,292.0417124
nation,Scotland,S92000003,14/05/2020,211,15812,211,15812,,,54.66,3.860226857,289.2791804
nation,Scotland,S92000003,13/05/2020,198,15601,198,15601,,,54.66,3.622392975,285.4189535
nation,Scotland,S92000003,12/05/2020,230,15403,230,15403,,,54.66,4.207830223,281.7965606
nation,Scotland,S92000003,11/05/2020,265,15173,265,15173,,,54.66,4.848152214,277.5887303
nation,Scotland,S92000003,10/05/2020,153,14908,153,14908,,,54.66,2.799121844,272.7405781
nation,Scotland,S92000003,09/05/2020,180,14755,180,14755,,,54.66,3.293084523,269.9414563
nation,Scotland,S92000003,08/05/2020,258,14575,258,14575,,,54.66,4.720087816,266.6483718
nation,Scotland,S92000003,07/05/2020,297,14317,297,14317,,,54.66,5.433589462,261.9282839
nation,Scotland,S92000003,06/05/2020,307,14020,307,14020,,,54.66,5.616538602,256.4946945
nation,Scotland,S92000003,05/05/2020,288,13713,288,13713,,,54.66,5.268935236,250.8781559
nation,Scotland,S92000003,04/05/2020,329,13425,329,13425,,,54.66,6.019026711,245.6092206
nation,Scotland,S92000003,03/05/2020,188,13096,188,13096,,,54.66,3.439443835,239.5901939
nation,Scotland,S92000003,02/05/2020,222,12908,222,12908,,,54.66,4.061470911,236.1507501
nation,Scotland,S92000003,01/05/2020,375,12686,375,12686,,,54.66,6.860592755,232.0892792
nation,Scotland,S92000003,30/04/2020,337,12311,337,12311,,,54.66,6.165386023,225.2286864
nation,Scotland,S92000003,29/04/2020,431,11974,431,11974,,,54.66,7.88510794,219.0633004
nation,Scotland,S92000003,28/04/2020,383,11543,383,11543,,,54.66,7.006952067,211.1781925
nation,Scotland,S92000003,27/04/2020,434,11160,434,11160,,,54.66,7.939992682,204.1712404
nation,Scotland,S92000003,26/04/2020,171,10726,171,10726,,,54.66,3.128430296,196.2312477
nation,Scotland,S92000003,25/04/2020,184,10555,184,10555,,,54.66,3.366264179,193.1028174
nation,Scotland,S92000003,24/04/2020,306,10371,306,10371,,,54.66,5.598243688,189.7365532
nation,Scotland,S92000003,23/04/2020,314,10065,314,10065,,,54.66,5.744603,184.1383095
nation,Scotland,S92000003,22/04/2020,340,9751,340,9751,,,54.66,6.220270765,178.3937065
nation,Scotland,S92000003,21/04/2020,400,9411,400,9411,,,54.66,7.317965606,172.1734358
nation,Scotland,S92000003,20/04/2020,348,9011,348,9011,,,54.66,6.366630077,164.8554702
nation,Scotland,S92000003,19/04/2020,159,8663,159,8663,,,54.66,2.908891328,158.4888401
nation,Scotland,S92000003,18/04/2020,264,8504,264,8504,,,54.66,4.8298573,155.5799488
nation,Scotland,S92000003,17/04/2020,394,8240,394,8240,,,54.66,7.208196121,150.7500915
nation,Scotland,S92000003,16/04/2020,428,7846,428,7846,,,54.66,7.830223198,143.5418954
nation,Scotland,S92000003,15/04/2020,331,7418,331,7418,,,54.66,6.055616539,135.7116722
nation,Scotland,S92000003,14/04/2020,346,7087,346,7087,,,54.66,6.330040249,129.6560556
nation,Scotland,S92000003,13/04/2020,359,6741,359,6741,,,54.66,6.567874131,123.3260154
nation,Scotland,S92000003,12/04/2020,220,6382,220,6382,,,54.66,4.024881083,116.7581412
nation,Scotland,S92000003,11/04/2020,185,6162,185,6162,,,54.66,3.384559093,112.7332602
nation,Scotland,S92000003,10/04/2020,329,5977,329,5977,,,54.66,6.019026711,109.3487011
nation,Scotland,S92000003,09/04/2020,304,5648,304,5648,,,54.66,5.56165386,103.3296744
nation,Scotland,S92000003,08/04/2020,343,5344,343,5344,,,54.66,6.275155507,97.76802049
nation,Scotland,S92000003,07/04/2020,352,5001,352,5001,,,54.66,6.439809733,91.49286498
nation,Scotland,S92000003,06/04/2020,404,4649,404,4649,,,54.66,7.391145262,85.05305525
nation,Scotland,S92000003,05/04/2020,225,4245,225,4245,,,54.66,4.116355653,77.66190999
nation,Scotland,S92000003,04/04/2020,261,4020,261,4020,,,54.66,4.774972558,73.54555434
nation,Scotland,S92000003,03/04/2020,381,3759,381,3759,,,54.66,6.970362239,68.77058178
nation,Scotland,S92000003,02/04/2020,351,3378,351,3378,,,54.66,6.421514819,61.80021954
nation,Scotland,S92000003,01/04/2020,389,3027,389,3027,,,54.66,7.116721551,55.37870472
nation,Scotland,S92000003,31/03/2020,341,2638,341,2638,,,54.66,6.238565679,48.26198317
nation,Scotland,S92000003,30/03/2020,317,2297,317,2297,,,54.66,5.799487742,42.02341749
nation,Scotland,S92000003,29/03/2020,197,1980,197,1980,,,54.66,3.604098061,36.22392975
nation,Scotland,S92000003,28/03/2020,204,1783,204,1783,,,54.66,3.732162459,32.61983169
nation,Scotland,S92000003,27/03/2020,274,1579,274,1579,,,54.66,5.01280644,28.88766923
nation,Scotland,S92000003,26/03/2020,223,1305,223,1305,,,54.66,4.079765825,23.87486279
nation,Scotland,S92000003,25/03/2020,188,1082,188,1082,,,54.66,3.439443835,19.79509696
nation,Scotland,S92000003,24/03/2020,167,894,167,894,,,54.66,3.05525064,16.35565313
nation,Scotland,S92000003,23/03/2020,138,727,138,727,,,54.66,2.524698134,13.30040249
nation,Scotland,S92000003,22/03/2020,74,589,74,589,,,54.66,1.353823637,10.77570435
nation,Scotland,S92000003,21/03/2020,67,515,67,515,,,54.66,1.225759239,9.421880717
nation,Scotland,S92000003,20/03/2020,84,448,84,448,,,54.66,1.536772777,8.196121478
nation,Scotland,S92000003,19/03/2020,50,364,50,364,,,54.66,0.914745701,6.659348701
nation,Scotland,S92000003,18/03/2020,41,314,41,314,,,54.66,0.750091475,5.744603
nation,Scotland,S92000003,17/03/2020,43,273,43,273,,,54.66,0.786681303,4.994511526
nation,Scotland,S92000003,16/03/2020,21,230,21,230,,,54.66,0.384193194,4.207830223
nation,Scotland,S92000003,15/03/2020,12,209,12,209,,,54.66,0.219538968,3.823637029
nation,Scotland,S92000003,14/03/2020,19,197,19,197,,,54.66,0.347603366,3.604098061
nation,Scotland,S92000003,13/03/2020,48,178,48,178,,,54.66,0.878155873,3.256494694
nation,Scotland,S92000003,12/03/2020,38,130,38,130,,,54.66,0.695206733,2.378338822
nation,Scotland,S92000003,11/03/2020,25,92,25,92,,,54.66,0.45737285,1.683132089
nation,Scotland,S92000003,10/03/2020,21,67,21,67,,,54.66,0.384193194,1.225759239
nation,Scotland,S92000003,09/03/2020,16,46,16,46,,,54.66,0.292718624,0.841566045
nation,Scotland,S92000003,08/03/2020,3,30,3,30,,,54.66,0.054884742,0.54884742
nation,Scotland,S92000003,07/03/2020,6,27,6,27,,,54.66,0.109769484,0.493962678
nation,Scotland,S92000003,06/03/2020,6,21,6,21,,,54.66,0.109769484,0.384193194
nation,Scotland,S92000003,05/03/2020,2,15,2,15,,,54.66,0.036589828,0.27442371
nation,Scotland,S92000003,04/03/2020,6,13,6,13,,,54.66,0.109769484,0.237833882
nation,Scotland,S92000003,03/03/2020,3,7,3,7,,,54.66,0.054884742,0.128064398
nation,Scotland,S92000003,02/03/2020,1,4,1,4,,,54.66,0.018294914,0.073179656
nation,Scotland,S92000003,01/03/2020,2,3,2,3,,,54.66,0.036589828,0.054884742
nation,Scotland,S92000003,29/02/2020,0,1,0,1,,,54.66,0,0.018294914
nation,Scotland,S92000003,28/02/2020,1,1,1,1,,,54.66,0.018294914,0.018294914
nation,Wales,W92000004,14/09/2023,,,258,,53,,54.66,0,0
nation,Wales,W92000004,13/09/2023,2,904513,1,858621,1,45892,31.7,0.063091483,28533.53312
nation,Wales,W92000004,12/09/2023,40,904511,28,858620,12,45891,31.7,1.261829653,28533.47003
nation,Wales,W92000004,11/09/2023,38,904471,31,858592,7,45879,31.7,1.19873817,28532.2082
nation,Wales,W92000004,10/09/2023,34,904433,31,858561,3,45872,31.7,1.072555205,28531.00946
nation,Wales,W92000004,09/09/2023,38,904399,28,858530,10,45869,31.7,1.19873817,28529.93691
nation,Wales,W92000004,08/09/2023,56,904361,50,858502,6,45859,31.7,1.766561514,28528.73817
nation,Wales,W92000004,07/09/2023,31,904305,29,858452,53,45853,31.7,0.977917981,28526.97161
nation,Wales,W92000004,06/09/2023,54,904274,46,858423,8,45851,31.7,1.703470032,28525.99369
nation,Wales,W92000004,05/09/2023,65,904220,55,858377,10,45843,31.7,2.050473186,28524.29022
nation,Wales,W92000004,04/09/2023,55,904155,42,858322,13,45833,31.7,1.735015773,28522.23975
nation,Wales,W92000004,03/09/2023,29,904100,24,858280,5,45820,31.7,0.914826498,28520.50473
nation,Wales,W92000004,02/09/2023,37,904071,35,858256,2,45815,31.7,1.167192429,28519.58991
nation,Wales,W92000004,01/09/2023,39,904034,32,858221,7,45813,31.7,1.230283912,28518.42271
nation,Wales,W92000004,31/08/2023,44,903995,37,858189,7,45806,31.7,1.388012618,28517.19243
nation,Wales,W92000004,30/08/2023,52,903951,41,858152,11,45799,31.7,1.640378549,28515.80442
nation,Wales,W92000004,29/08/2023,63,903899,55,858111,8,45788,31.7,1.987381703,28514.16404
nation,Wales,W92000004,28/08/2023,28,903836,22,858056,6,45780,31.7,0.883280757,28512.17666
nation,Wales,W92000004,27/08/2023,35,903808,27,858034,8,45774,31.7,1.104100946,28511.29338
nation,Wales,W92000004,26/08/2023,28,903773,24,858007,4,45766,31.7,0.883280757,28510.18927
nation,Wales,W92000004,25/08/2023,34,903745,27,857983,7,45762,31.7,1.072555205,28509.30599
nation,Wales,W92000004,24/08/2023,27,903711,24,857956,41,45755,31.7,0.851735016,28508.23344
nation,Wales,W92000004,23/08/2023,51,903684,42,857932,9,45752,31.7,1.608832808,28507.3817
nation,Wales,W92000004,22/08/2023,46,903633,38,857890,8,45743,31.7,1.451104101,28505.77287
nation,Wales,W92000004,21/08/2023,52,903587,44,857852,8,45735,31.7,1.640378549,28504.32177
nation,Wales,W92000004,20/08/2023,30,903535,25,857808,5,45727,31.7,0.94637224,28502.68139
nation,Wales,W92000004,19/08/2023,32,903505,27,857783,5,45722,31.7,1.009463722,28501.73502
nation,Wales,W92000004,18/08/2023,34,903473,29,857756,5,45717,31.7,1.072555205,28500.72555
nation,Wales,W92000004,17/08/2023,35,903439,33,857727,63,45712,31.7,1.104100946,28499.653
nation,Wales,W92000004,16/08/2023,43,903404,35,857694,8,45710,31.7,1.356466877,28498.5489
nation,Wales,W92000004,15/08/2023,44,903361,35,857659,9,45702,31.7,1.388012618,28497.19243
nation,Wales,W92000004,14/08/2023,63,903317,48,857624,15,45693,31.7,1.987381703,28495.80442
nation,Wales,W92000004,13/08/2023,23,903254,21,857576,2,45678,31.7,0.72555205,28493.81703
nation,Wales,W92000004,12/08/2023,27,903231,23,857555,4,45676,31.7,0.851735016,28493.09148
nation,Wales,W92000004,11/08/2023,51,903204,40,857532,11,45672,31.7,1.608832808,28492.23975
nation,Wales,W92000004,10/08/2023,51,903153,42,857492,9,45661,31.7,1.608832808,28490.63091
nation,Wales,W92000004,09/08/2023,56,903102,43,857450,13,45652,31.7,1.766561514,28489.02208
nation,Wales,W92000004,08/08/2023,61,903046,48,857407,13,45639,31.7,1.924290221,28487.25552
nation,Wales,W92000004,07/08/2023,46,902985,38,857359,8,45626,31.7,1.451104101,28485.33123
nation,Wales,W92000004,06/08/2023,34,902939,28,857321,6,45618,31.7,1.072555205,28483.88013
nation,Wales,W92000004,05/08/2023,21,902905,19,857293,2,45612,31.7,0.662460568,28482.80757
nation,Wales,W92000004,04/08/2023,32,902884,27,857274,5,45610,31.7,1.009463722,28482.14511
nation,Wales,W92000004,03/08/2023,36,902852,31,857247,5,45605,31.7,1.135646688,28481.13565
nation,Wales,W92000004,02/08/2023,24,902816,21,857216,3,45600,31.7,0.757097792,28480
nation,Wales,W92000004,01/08/2023,27,902792,22,857195,5,45597,31.7,0.851735016,28479.2429
nation,Wales,W92000004,31/07/2023,37,902765,34,857173,3,45592,31.7,1.167192429,28478.39117
nation,Wales,W92000004,30/07/2023,28,902728,25,857139,3,45589,31.7,0.883280757,28477.22397
nation,Wales,W92000004,29/07/2023,21,902700,16,857114,5,45586,31.7,0.662460568,28476.34069
nation,Wales,W92000004,28/07/2023,33,902679,27,857098,6,45581,31.7,1.041009464,28475.67823
nation,Wales,W92000004,27/07/2023,28,902646,21,857071,7,45575,31.7,0.883280757,28474.63722
nation,Wales,W92000004,26/07/2023,29,902618,23,857050,6,45568,31.7,0.914826498,28473.75394
nation,Wales,W92000004,25/07/2023,27,902589,25,857027,2,45562,31.7,0.851735016,28472.83912
nation,Wales,W92000004,24/07/2023,19,902562,16,857002,3,45560,31.7,0.599369085,28471.98738
nation,Wales,W92000004,23/07/2023,10,902543,9,856986,1,45557,31.7,0.315457413,28471.38801
nation,Wales,W92000004,22/07/2023,15,902533,11,856977,4,45556,31.7,0.47318612,28471.07256
nation,Wales,W92000004,21/07/2023,16,902518,16,856966,0,45552,31.7,0.504731861,28470.59937
nation,Wales,W92000004,20/07/2023,24,902502,72,856950,5,45552,31.7,0.757097792,28470.09464
nation,Wales,W92000004,19/07/2023,17,902478,13,856931,4,45547,31.7,0.536277603,28469.33754
nation,Wales,W92000004,18/07/2023,19,902461,17,856918,2,45543,31.7,0.599369085,28468.80126
nation,Wales,W92000004,17/07/2023,22,902442,19,856901,3,45541,31.7,0.694006309,28468.20189
nation,Wales,W92000004,16/07/2023,9,902420,8,856882,1,45538,31.7,0.283911672,28467.50789
nation,Wales,W92000004,15/07/2023,11,902411,8,856874,3,45537,31.7,0.347003155,28467.22397
nation,Wales,W92000004,14/07/2023,6,902400,2,856866,4,45534,31.7,0.189274448,28466.87697
nation,Wales,W92000004,13/07/2023,10,902394,50,856864,18,45530,31.7,0.315457413,28466.6877
nation,Wales,W92000004,12/07/2023,12,902384,8,856854,4,45530,31.7,0.378548896,28466.37224
nation,Wales,W92000004,11/07/2023,13,902372,11,856846,2,45526,31.7,0.410094637,28465.99369
nation,Wales,W92000004,10/07/2023,10,902359,7,856835,3,45524,31.7,0.315457413,28465.5836
nation,Wales,W92000004,09/07/2023,8,902349,8,856828,0,45521,31.7,0.252365931,28465.26814
nation,Wales,W92000004,08/07/2023,11,902341,7,856820,4,45521,31.7,0.347003155,28465.01577
nation,Wales,W92000004,07/07/2023,12,902330,3,856813,9,45517,31.7,0.378548896,28464.66877
nation,Wales,W92000004,06/07/2023,12,902318,49,856810,14,45508,31.7,0.378548896,28464.29022
nation,Wales,W92000004,05/07/2023,11,902306,10,856798,1,45508,31.7,0.347003155,28463.91167
nation,Wales,W92000004,04/07/2023,6,902295,4,856788,2,45507,31.7,0.189274448,28463.56467
nation,Wales,W92000004,03/07/2023,14,902289,11,856784,3,45505,31.7,0.441640379,28463.37539
nation,Wales,W92000004,02/07/2023,11,902275,6,856773,5,45502,31.7,0.347003155,28462.93375
nation,Wales,W92000004,01/07/2023,6,902264,5,856767,1,45497,31.7,0.189274448,28462.58675
nation,Wales,W92000004,30/06/2023,8,902258,8,856762,0,45496,31.7,0.252365931,28462.39748
nation,Wales,W92000004,29/06/2023,7,902250,60,856754,2,45496,31.7,0.220820189,28462.14511
nation,Wales,W92000004,28/06/2023,9,902243,8,856749,1,45494,31.7,0.283911672,28461.92429
nation,Wales,W92000004,27/06/2023,9,902234,8,856741,1,45493,31.7,0.283911672,28461.64038
nation,Wales,W92000004,26/06/2023,13,902225,13,856733,0,45492,31.7,0.410094637,28461.35647
nation,Wales,W92000004,25/06/2023,6,902212,4,856720,2,45492,31.7,0.189274448,28460.94637
nation,Wales,W92000004,24/06/2023,2,902206,1,856716,1,45490,31.7,0.063091483,28460.7571
nation,Wales,W92000004,23/06/2023,8,902204,7,856715,1,45489,31.7,0.252365931,28460.69401
nation,Wales,W92000004,22/06/2023,25,902196,55,856708,6,45488,31.7,0.788643533,28460.44164
nation,Wales,W92000004,21/06/2023,6,902171,4,856689,2,45482,31.7,0.189274448,28459.653
nation,Wales,W92000004,20/06/2023,9,902165,8,856685,1,45480,31.7,0.283911672,28459.46372
nation,Wales,W92000004,19/06/2023,4,902156,4,856677,0,45479,31.7,0.126182965,28459.17981
nation,Wales,W92000004,18/06/2023,9,902152,8,856673,1,45479,31.7,0.283911672,28459.05363
nation,Wales,W92000004,17/06/2023,2,902143,2,856665,0,45478,31.7,0.063091483,28458.76972
nation,Wales,W92000004,16/06/2023,12,902141,11,856663,1,45478,31.7,0.378548896,28458.70662
nation,Wales,W92000004,15/06/2023,15,902129,91,856652,2,45477,31.7,0.47318612,28458.32808
nation,Wales,W92000004,14/06/2023,13,902114,11,856639,2,45475,31.7,0.410094637,28457.85489
nation,Wales,W92000004,13/06/2023,6,902101,6,856628,0,45473,31.7,0.189274448,28457.44479
nation,Wales,W92000004,12/06/2023,19,902095,18,856622,1,45473,31.7,0.599369085,28457.25552
nation,Wales,W92000004,11/06/2023,10,902076,9,856604,1,45472,31.7,0.315457413,28456.65615
nation,Wales,W92000004,10/06/2023,7,902066,7,856595,0,45471,31.7,0.220820189,28456.34069
nation,Wales,W92000004,09/06/2023,15,902059,10,856588,5,45471,31.7,0.47318612,28456.11987
nation,Wales,W92000004,08/06/2023,24,902044,93,856578,2,45466,31.7,0.757097792,28455.64669
nation,Wales,W92000004,07/06/2023,18,902020,17,856556,1,45464,31.7,0.567823344,28454.88959
nation,Wales,W92000004,06/06/2023,20,902002,20,856539,0,45463,31.7,0.630914826,28454.32177
nation,Wales,W92000004,05/06/2023,20,901982,17,856519,3,45463,31.7,0.630914826,28453.69085
nation,Wales,W92000004,04/06/2023,4,901962,4,856502,0,45460,31.7,0.126182965,28453.05994
nation,Wales,W92000004,03/06/2023,6,901958,6,856498,0,45460,31.7,0.189274448,28452.93375
